timestamp,temperature,humidity
2024-09-05 16:38:51.382642,18.2,50
2024-09-05 16:39:21.382642,17.8,51
2024-09-05 16:39:51.382642,17.2,52
2024-09-05 16:40:21.382642,16.8,54
2024-09-05 16:40:51.382642,16.5,55
2024-09-05 16:41:21.382642,16.2,57
2024-09-05 16:41:51.382642,16.0,58
2024-09-05 16:42:21.382642,15.8,58
2024-09-05 16:42:51.382642,15.6,59
2024-09-05 16:43:21.382642,15.5,60
2024-09-05 16:43:51.382642,15.4,61
2024-09-05 16:44:21.382642,15.3,61
2024-09-05 16:44:51.382642,15.2,62
2024-09-05 16:45:21.382642,15.1,63
2024-09-05 16:45:51.382642,15.0,63
2024-09-05 16:46:21.382642,15.0,63
2024-09-05 16:46:51.382642,15.0,63
2024-09-05 16:47:21.382642,15.0,63
2024-09-05 16:47:51.382642,15.0,63
2024-09-05 16:48:21.382642,14.9,64
2024-09-05 16:48:51.382642,14.9,64
2024-09-05 16:49:21.382642,14.9,64
2024-09-05 16:49:51.382642,14.9,64
2024-09-05 16:50:21.382642,14.9,64
2024-09-05 16:50:51.382642,14.9,64
2024-09-05 16:51:21.382642,14.9,64
2024-09-05 16:51:51.382642,14.9,64
2024-09-05 16:52:21.382642,14.8,65
2024-09-05 16:52:51.382642,14.8,65
2024-09-05 16:53:21.382642,14.8,65
2024-09-05 16:53:51.382642,14.8,65
2024-09-05 16:54:21.382642,14.8,65
2024-09-05 16:54:51.382642,14.8,65
2024-09-05 16:55:21.382642,14.8,65
2024-09-05 16:55:51.382642,14.8,65
2024-09-05 16:56:21.382642,14.8,65
2024-09-05 16:56:51.382642,14.9,65
2024-09-05 16:57:21.382642,14.9,65
2024-09-05 16:57:51.382642,15.0,65
2024-09-05 16:58:21.382642,15.0,65
2024-09-05 16:58:51.382642,15.0,65
2024-09-05 16:59:21.382642,15.0,65
2024-09-05 16:59:51.382642,14.9,65
2024-09-05 17:00:21.382642,14.9,65
2024-09-05 17:00:51.382642,14.9,65
2024-09-05 17:01:21.382642,14.9,65
2024-09-05 17:01:51.382642,14.9,65
2024-09-05 17:02:21.382642,14.9,65
2024-09-05 17:02:51.382642,14.8,65
2024-09-05 17:03:21.382642,14.8,65
2024-09-05 17:03:51.382642,14.8,65
2024-09-05 17:04:21.382642,14.8,65
2024-09-05 17:04:51.382642,14.8,65
2024-09-05 17:05:21.382642,14.8,65
2024-09-05 17:05:51.382642,14.8,65
2024-09-05 17:06:21.382642,14.8,65
2024-09-05 17:06:51.382642,14.8,65
2024-09-05 17:07:21.382642,14.7,65
2024-09-05 17:07:51.382642,14.7,66
2024-09-05 17:08:21.382642,14.7,66
2024-09-05 17:08:51.382642,14.7,66
2024-09-05 17:09:21.382642,14.7,66
2024-09-05 17:09:51.382642,14.7,66
2024-09-05 17:10:21.382642,14.7,66
2024-09-05 17:10:51.382642,14.7,65
2024-09-05 17:11:21.382642,14.7,65
2024-09-05 17:11:51.382642,14.7,66
2024-09-05 17:12:21.382642,14.7,66
2024-09-05 17:12:51.382642,14.7,66
2024-09-05 17:13:21.382642,14.7,65
2024-09-05 17:13:51.382642,14.7,65
2024-09-05 17:14:21.382642,14.7,65
2024-09-05 17:14:51.382642,14.7,65
2024-09-05 17:15:21.382642,14.7,65
2024-09-05 17:15:51.382642,14.7,65
2024-09-05 17:16:21.382642,14.7,65
2024-09-05 17:16:51.382642,14.7,65
2024-09-05 17:17:21.382642,14.7,65
2024-09-05 17:17:51.382642,14.7,65
2024-09-05 17:18:21.382642,14.7,65
2024-09-05 17:18:51.382642,14.7,65
2024-09-05 17:19:21.382642,14.7,65
2024-09-05 17:19:51.382642,14.7,65
2024-09-05 17:20:21.382642,14.7,65
2024-09-05 17:20:51.382642,14.6,65
2024-09-05 17:21:21.382642,14.7,65
2024-09-05 17:21:51.382642,14.6,65
2024-09-05 17:22:21.382642,14.6,65
2024-09-05 17:22:51.382642,14.6,65
2024-09-05 17:23:21.382642,14.6,65
2024-09-05 17:23:51.382642,14.6,65
2024-09-05 17:24:21.382642,14.6,65
2024-09-05 17:24:51.382642,14.6,65
2024-09-05 17:25:21.382642,14.6,65
2024-09-05 17:25:51.382642,14.6,65
2024-09-05 17:26:21.382642,14.6,65
2024-09-05 17:26:51.382642,14.6,65
2024-09-05 17:27:21.382642,14.6,65
2024-09-05 17:27:51.382642,14.6,65
2024-09-05 17:28:21.382642,14.6,65
2024-09-05 17:28:51.382642,14.6,65
2024-09-05 17:29:21.382642,14.6,65
2024-09-05 17:29:51.382642,14.6,65
2024-09-05 17:30:21.382642,14.6,65
2024-09-05 17:30:51.382642,14.6,65
2024-09-05 17:31:21.382642,14.6,65
2024-09-05 17:31:51.382642,14.6,65
2024-09-05 17:32:21.382642,14.6,65
2024-09-05 17:32:51.382642,14.6,65
2024-09-05 17:33:21.382642,14.6,65
2024-09-05 17:33:51.382642,14.6,65
2024-09-05 17:34:21.382642,14.6,65
2024-09-05 17:34:51.382642,14.6,65
2024-09-05 17:35:21.382642,14.6,65
2024-09-05 17:35:51.382642,14.6,65
2024-09-05 17:36:21.382642,14.6,65
2024-09-05 17:36:51.382642,14.6,65
2024-09-05 17:37:21.382642,14.6,65
2024-09-05 17:37:51.382642,14.6,65
2024-09-05 17:38:21.382642,14.6,65
2024-09-05 17:38:51.382642,14.6,65
2024-09-05 17:39:21.382642,14.6,65
2024-09-05 17:39:51.382642,14.6,66
2024-09-05 17:40:21.382642,14.6,65
2024-09-05 17:40:51.382642,14.6,65
2024-09-05 17:41:21.382642,14.6,65
2024-09-05 17:41:51.382642,14.6,65
2024-09-05 17:42:21.382642,14.6,66
2024-09-05 17:42:51.382642,14.7,66
2024-09-05 17:43:21.382642,14.6,66
2024-09-05 17:43:51.382642,14.6,66
2024-09-05 17:44:21.382642,14.6,66
2024-09-05 17:44:51.382642,14.6,66
2024-09-05 17:45:21.382642,14.7,66
2024-09-05 17:45:51.382642,14.6,66
2024-09-05 17:46:21.382642,14.7,66
2024-09-05 17:46:51.382642,14.7,66
2024-09-05 17:47:21.382642,14.7,65
2024-09-05 17:47:51.382642,14.6,65
2024-09-05 17:48:21.382642,14.7,65
2024-09-05 17:48:51.382642,14.6,65
2024-09-05 17:49:21.382642,14.7,66
